SPEAKER_01	00:04:31	00:05:02	 And we're going to see that continue, even if the war becomes a stalemate, even if it's stalemates, more or less, that the lines were at now, which would mean that anticipated Ukrainian counteroffensive, its scale proves unsuccessful. The Russian army doesn't disintegrate, and you end up with a stalemate where there could be a ceasefire or not a ceasefire, but neither side is attempting an offensive for the time being.
SPEAKER_01	00:05:03	00:05:13	 There will be resistance behind those Russian lines, and it will be fierce resistance. The kind of resistance we saw to the Nazi occupation.
SPEAKER_01	00:05:14	00:05:40	 Ultimately, it took the Red Army re-invading the territory of Ukraine and succeeding at combined arms operations at scale. A massive counteroffensive, much larger than anything we're talking about today. Ultimately, it required that to evict the Nazis from Ukraine. But in the meantime, they did not have an easy occupation regime there.
SPEAKER_01	00:05:42	00:06:18	 Ukrainian partisans, Soviet partisans killed Nazi officials, Vermok soldiers, Vermok officers blew up the infrastructure they were using, made them pay a price for their occupation. We could well see if unfortunately this ends in a stalemate for the time being, we could well see that type of insurgency gain momentum behind Russian lines and try to evict the Russians that way.
SPEAKER_01	00:06:20	00:06:49	 And then we mount the counteroffensive at scale later on in the future if the first one doesn't succeed. So that would be further echoes of the World War II experience. The scale, once again, is much smaller. The size of the armies here, they're not in the many 800, 800, 700,000, a million, two, a million, four. That's not what we're talking about today. But the weapons.
SPEAKER_01	00:06:50	00:07:13	 the cruise missiles, right? Artillery fire. You know, artillery fire used to be very inaccurate. And it was like saturation. You would just fire towards the enemy lines. And if you hit something, you hit something. And if you didn't, you just kept firing. Now you have drones, Lex. And so artillery fire is now sniper fire.
SPEAKER_01	00:07:14	00:07:34	 because you can coordinate the direction of the artillery fire with the drones. The drones can take a picture and show you where the enemy is precisely located. And you can align that artillery to hit them instead of just indiscriminately bombing an area, a territory.
SPEAKER_01	00:07:34	00:08:35	 And the NATO supplied artillery goes really far. And you can fire into Russian positions and yourself not be exposed to Russian fire because your artillery fires farther than theirs. So that's coming. And we're going to see that in action. And so the scale is not the same, but the weapons, the precision of some of the weapons and some of the NATO. We're not sending all of our stuff. But as I said, the dynamic is Russia commits atrocities, Russia bombs schools, Russia bombs, hospitals, Russia kills civilians and more and heavier and more lethal Western weapons go to Ukraine. Their willingness to risk their lives is really so impressive. And the reason that we it's it's our duty. We're obliged to supply those weapons. And so the Russians don't have that resupply and the Ukrainians do.
SPEAKER_01	00:08:36	00:08:48	 And so the Russians are now digging in Lex. They're digging in deeply in the areas that they've penetrated. And they're trying to build on a saleable positions.
SPEAKER_01	00:08:49	00:09:07	 went for when the Ukrainians transition from mostly defense to full skill offends. And we'll see if that now, I mean, they're digging everywhere, as they say, kapayut, kapayut, right? They're digging everywhere behind.
SPEAKER_00	00:09:07	00:09:08	 Gear Russian is beautiful.
SPEAKER_01	00:09:08	00:09:11	 digging in. I wish Lex like yours.
SPEAKER_01	00:09:12	00:09:18	 But so there are these things that we can predict, but there are these things we're watching and watching closely.
SPEAKER_00	00:09:20	00:09:33	 And on top of that, something that's not in World War II or for the most part is cyber attacks and cyber warfare, which is much less perhaps.
SPEAKER_00	00:09:34	00:09:45	 convertible into human words because it happens so quickly as it's large scales so difficult to trace and all those kinds of things It's not bullets. It's electrical signals and the death
SPEAKER_01	00:09:45	00:10:41	 But those Ukrainian people, they're like Ulex, they're young and they're technically really proficient. Yeah. And they've been amazing. You know, they spent those teenage years in the basement, playing video games. Not because it's useful after all. It turns out it's more than useful. You can save your country that way. And so they're not alone. They're getting support. And that support is important. But really, predominantly it's Ukrainians on the cyber battlefield. And their skills have been very impressive. And they've been preparing for this for a number of years. And they have a whole army of young people on the cyber side. It's their civilian population. These are not people conscripted into the military or volunteering wearing the uniform. And so even in cyber warfare, the Ukrainians have been extremely impressive.
SPEAKER_00	00:09:53	00:09:53	 Yeah.
SPEAKER_01	00:10:42	00:10:51	 And so let's remember that all of these aspects of warfare, whether it's...
SPEAKER_01	00:10:51	00:10:59	 how far your cruise missiles go and how accurate they are. What size your cyber capabilities are?
SPEAKER_01	00:11:00	00:11:08	 It's really ultimately about those people. It's about the human capital, right? It's about their willingness
SPEAKER_01	00:11:09	00:11:18	 their skill level but also their willingness to fight and to put their lives on the line. And there's no substitute for that. And so what's called morale?
SPEAKER_01	00:11:19	00:11:21	 or courage or bravery or valor.
SPEAKER_01	00:11:22	00:11:28	 That's really the ultimately decisive provided you have enough sufficient arms.
SPEAKER_01	00:11:29	00:11:40	 to conduct the fight. And if you don't, you use a Molotov cocktail. Right? Grandma calls in the coordinates of the Russian tank on her iPhone.
SPEAKER_01	00:11:41	00:11:45	 and you have a mall 12 cocktail that
SPEAKER_01	00:11:46	00:12:00	 The people who used to work in the cafeteria are now stuffing flammable liquid into bottles. And you carry one right up to the tank and you smash it against the tank or you drop it in one of the hatches in the tank, right?
SPEAKER_01	00:12:01	00:12:13	 There's no substitute for that kind of stuff, that level of resolve, willingness to die for your country. That's a really big lesson that we need to absorb in our own country.
SPEAKER_01	00:12:14	00:12:16	 We've been going to war.
SPEAKER_01	00:12:16	00:12:27	 more frequently than we should. And like you said, without the justification all the time, and then like Henry Kissinger said, without understanding how this was going to end.
SPEAKER_01	00:12:27	00:12:38	 It's easy to start a war. It's very difficult to win a war, prevail in a war, end a war on terms that meet your original expectations.
SPEAKER_01	00:12:39	00:12:44	 We've been fighting wars, but we haven't been fighting wars as societies.
SPEAKER_01	00:12:44	00:12:55	 We've been fighting wars as a small sliver of our population. Something like 1% of our population is involved with the military because we have an all volunteer force.
SPEAKER_01	00:12:56	00:13:34	 And that means that it's easier for our politicians to go to war because they don't face conscription. They don't have the draft, which affects every family in the country. And because the number of people in the volunteer force is such a narrow stratum of the population. And so they've been getting away with this because the professional army is much better than the conscript army. And an all-volunteer force is much preferable from a military point of view. We're from a societal point of view.
SPEAKER_01	00:13:35	00:13:51	 It enables you to go to war too easily as a politician, and it doesn't engage the society the same way that the Ukrainian society is completely engaged from those young hackers all the way up to those grandmothers.
